Unnamed: 0,food_code,food_name,food_group_nin,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,Serving_Size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category
658,SID060,Onion Pakora,Vegetarian,272,38.08,6.528,13.056,6.528,5.44,0,Gluten,South India,100,snacks,0.024,1.088,25,1,Medium
659,SID061,Kerala Sadya,Vegetarian,415,62.25,10.375,15.5625,8.3,7.2625,0,Gluten,South India,100,dinner,0.025,1.0375,42,1,Medium
660,SID062,Sundal,Vegetarian,220,33,7.7,8.8,5.5,6.6,0,Legumes,South India,100,lunch,0.035,1.1,32.5,1,Low
661,SID063,Coconut Chutney,Vegetarian,155,20.66666667,3.1,7.233333333,4.133333333,4.133333333,0,Gluten,South India,100,dinner,0.02,1.033333333,14,1,Low
662,SID064,Bonda,Vegetarian,296,43.85185185,7.674074074,13.15555556,5.481481481,4.385185185,0,Gluten,South India,100,dinner,0.02592592593,1.096296296,28.5,1,Medium
663,SID065,Palak Chaat,Vegetarian,230,31.36363636,5.227272727,10.45454545,5.227272727,6.272727273,0,Gluten,South India,100,snacks,0.02272727273,1.045454545,24.5,5,Medium
664,SID066,Vegetable Uthappam,Vegetarian,320,46.4516129,8.258064516,12.38709677,5.161290323,7.225806452,0,Gluten,South India,100,dinner,0.02580645161,1.032258065,38.5,3,Medium
665,SID067,Jackfruit Curry,Vegetarian,354,50.57142857,7.08,14.16,10.11428571,8.091428571,0,Legumes,South India,100,lunch,0.02,1.011428571,29,1,Medium
666,SID068,Ragi Dosa,Vegetarian,266,44.33333333,7.881481481,5.911111111,3.940740741,3.940740741,0,Gluten,South India,100,breakfast,0.02962962963,0.9851851852,34,1,Medium
667,SID069,Besar Kebab,Vegetarian,260,32.5,11.14285714,7.428571428,5.571428571,4.642857143,0,Meat,South India,100,dinner,0.04285714286,0.9285714286,49,1,Medium
668,SID070,Kara Kozhambu,Vegetarian,344,53.75,9.675,12.9,7.525,6.45,0,Legumes,South India,100,dinner,0.028125,1.075,37.5,1,Medium
669,SID071,Kootu Curry,Vegetarian,301,46.70689655,10.37931034,9.34137931,5.189655172,6.227586207,0,Legumes,South India,100,lunch,0.03448275862,1.037931034,44.5,1,Medium
670,SID072,Saravana Bhavan Dosa,Vegetarian,332,55.33333334,6.64,13.28,6.64,5.533333334,0,Gluten,South India,100,breakfast,0.02,1.106666667,25,1,Medium
671,SID073,Peerkangai Thogayal,Vegetarian,140,20,6,4,3,2,0,Gluten,South India,100,dinner,0.04285714286,1,23.5,1,Low
672,SID074,Pesarattu with Ginger Chutney,Vegetarian,288.0000001,44.68965519,8.937931038,7.94482759,4.965517244,5.958620692,0,Gluten,South India,100,dinner,0.03103448276,0.9931034483,40.5,2,Medium
673,SID075,Medu Vada with Sambar,Vegetarian,274,40.59259259,6.088888889,10.14814815,5.074074074,4.059259259,0,Gluten,South India,100,snacks,0.02222222222,1.014814815,24.5,2,Medium
674,SID076,Sundal with Coconut,Vegetarian,229,31.22727273,7.286363636,9.368181818,5.204545454,6.245454545,0,Legumes,South India,100,lunch,0.03181818182,1.040909091,32.5,1,Medium
675,SID077,Kozhi Varuval,Vegetarian,400,26.31578947,30,21.05263158,6.315789474,7.368421053,63.15789474,Meat,South India,100,dinner,0.075,1.036842105,89,1,Medium
676,SID078,Coconut Rice with Curry,Vegetarian,360,56.57142857,8.228571429,12.34285714,6.171428572,6.171428572,0,Gluten,South India,100,lunch,0.02285714286,1.028571429,35,1,Medium
677,SID079,Hyderabadi Biryani,Vegetarian,450,60,12,18,9,7,0,Gluten,South India,100,lunch,0.02666666667,1,48.5,2,High
678,SID080,Ambur Biryani,Vegetarian,412.0000002,52.69767444,11.49767442,15.33023256,7.665116282,5.748837211,0,Gluten,South India,100,lunch,0.02790697674,0.9581395349,48,1,High
679,SID081,Medu Vada with Coconut Chutney,Vegetarian,254,35.56,6.096,10.16,5.08,4.064,0,Gluten,South India,100,snacks,0.024,1.016,24.5,2,Medium
680,SID082,Vermicelli Payasam,Vegetarian,288.9999999,44.84482757,6.975862066,8.968965514,17.93793103,4.982758619,0,Dairy,South India,100,dinner,0.02413793103,0.9965517241,11,1,Medium
681,SID083,Sadya Rice,Vegetarian,342,53.74285714,7.817142856,9.77142857,6.839999999,5.862857142,0,Gluten,South India,100,lunch,0.02285714286,0.9771428571,33.5,1,Medium
682,SID084,Sambar Rice,Vegetarian,322.0000002,48.78787881,7.80606061,9.757575762,5.854545457,4.878787881,0,Gluten,South India,100,lunch,0.02424242424,0.9757575758,33,1,Medium
683,SID085,Vegetable Ishtoo,Vegetarian,322,50.3125,8.05,10.0625,5.03125,7.04375,0,Legumes,South India,100,dinner,0.025,1.00625,38.5,1,Medium
684,SID086,Neer Dosa,Vegetarian,214,34.04545455,4.863636364,5.836363637,1.945454546,2.918181819,0,Gluten,South India,100,breakfast,0.02272727273,0.9727272727,23,1,Medium
685,SID087,Ven Pongal with Coconut Chutney,Vegetarian,335,49.26470589,8.86764706,10.8382353,6.897058824,5.911764707,0,Gluten,South India,100,dinner,0.02647058824,0.9852941176,37.5,1,Medium
686,SID088,Thakkali Rasam,Vegetarian,120,18,3,4,2,5,0,Legumes,South India,100,dinner,0.025,1,19,1,Low
687,SID089,Chili Paneer,Vegetarian,335.0000001,28.71428573,19.14285715,14.35714286,4.785714288,5.742857145,47.85714288,Dairy,South India,100,lunch,0.05714285714,0.9571428571,59.5,1,Medium
688,SID090,Chettinad Egg Curry,Non-Vegetarian,400,30,25,20,5,6,60,Meat,South India,100,lunch,0.0625,1,74.5,1,Medium
689,SID091,Chappathi,Vegetarian,238,43.27272727,6.490909091,6.490909091,3.245454545,5.409090909,0,Gluten,South India,100,dinner,0.02727272727,1.081818182,29.5,1,Medium
690,SID092,Curd Rice with Pappad,Vegetarian,279.9999999,43.44827585,6.758620688,7.724137929,4.827586206,5.793103447,0,Dairy,South India,100,lunch,0.02413793103,0.9655172414,32.5,1,Medium
691,SID093,Parippu Curry,Vegetarian,282,40.28571429,8.057142857,10.07142857,4.028571429,6.042857143,0,Legumes,South India,100,lunch,0.02857142857,1.007142857,38,1,Medium
692,SID094,Vegetable Pulao,Vegetarian,364.0000002,54.10810813,8.854054058,11.80540541,7.870270274,6.88648649,0,Gluten,South India,100,dinner,0.02432432432,0.9837837838,38,4,Medium
693,SID095,Onion Dosa,Vegetarian,298,46.24137931,7.193103448,10.27586207,4.110344828,5.137931035,0,Gluten,South India,100,breakfast,0.02413793103,1.027586207,32,1,Medium
694,SID096,Chili Gobi,Vegetarian,292,43.25925926,6.488888889,12.97777778,5.407407408,5.407407408,0,Gluten,South India,100,dinner,0.02222222222,1.081481481,26.5,1,Medium
695,SID097,South Indian Curry,Vegetarian,403,63.32857143,13.81714286,17.27142857,6.908571428,8.06,0,Legumes,South India,100,lunch,0.03428571429,1.151428571,53,1,Medium
696,SID098,Palak Paneer,Vegetarian,343.0000001,39.20000001,11.76,14.7,5.880000002,6.860000002,49.00000001,Dairy,South India,100,lunch,0.03428571429,0.98,28,4,Medium
697,SID099,Parotta,Vegetarian,318,53,7.42,10.6,6.36,5.3,0,,South India,100,dinner,0.02333333333,1.06,29,1,Medium
698,SID100,Chettinad Fish Curry,Non-Vegetarian,392,25.78947368,28.88421053,20.63157895,5.157894737,6.189473684,72.21052632,Meat,South India,100,lunch,0.07368421053,1.031578947,81.5,1,Medium
699,SID101,Masala Uttapam,Vegetarian,339.9999999,48.57142856,7.771428569,11.65714285,5.828571427,5.828571427,0,Gluten,South India,100,dinner,0.02285714286,0.9714285714,35,1,Medium
700,SID102,Steamed Rice,Vegetarian,214,43.77272728,3.890909092,1.945454546,0,0,0,Gluten,South India,100,breakfast,0.01818181818,0.9727272727,16,1,Medium
701,SID103,Kara Dosa,Vegetarian,296,52.85714286,6.342857143,8.457142858,4.228571429,5.285714286,0,Gluten,South India,100,breakfast,0.02142857143,1.057142857,28,1,Medium
702,SID104,Pesarattu with Coconut Chutney,Vegetarian,287.9999999,43.19999999,8.639999997,7.679999998,4.799999998,5.759999998,0,Gluten,South India,100,dinner,0.03,0.96,40.5,1,Medium
703,SID105,Mysore Bonda,Vegetarian,296,43.85185185,7.674074074,13.15555556,5.481481481,4.385185185,0,Gluten,South India,100,dinner,0.02592592593,1.096296296,28.5,1,Medium
704,SID106,Curd Vada with Sambar,Vegetarian,282,40.28571429,8.057142857,10.07142857,5.035714286,5.035714286,0,Gluten,South India,100,snacks,0.02857142857,1.007142857,34.5,1,Medium
705,SID107,Ragi Mudde,Vegetarian,245.9999999,39.35999998,7.871999997,5.903999998,1.967999999,6.887999997,0,Gluten,South India,100,dinner,0.032,0.984,43,1,Medium
706,SID108,Koottu Curry,Vegetarian,348,54.375,10.875,13.05,5.4375,6.525,0,Legumes,South India,100,lunch,0.03125,1.0875,44.5,1,Medium
707,SID109,Appam with Egg Curry,Non-Vegetarian,391,58.12162162,9.510810811,15.85135135,7.397297297,7.397297297,0,Gluten,South India,100,lunch,0.02432432432,1.056756757,39.5,1,Medium
708,SID110,Chana Sundal,Vegetarian,197.0000001,29.55000001,7.880000003,4.925000002,2.955000001,5.910000002,0,Legumes,South India,100,lunch,0.04,0.985,39.5,3,Low
709,SID111,Chili Rava,Vegetarian,235.9999999,34.41666665,5.899999997,7.866666663,3.933333332,4.916666664,0,Gluten,South India,100,dinner,0.025,0.9833333333,28,1,Medium
710,SID112,Neer Mor,Vegetarian,87.99999998,9.777777775,2.933333333,3.91111111,1.955555555,2.933333333,0,Dairy,South India,100,dinner,0.03333333333,0.9777777778,15,1,Low
711,SID113,Tomato Poori,Vegetarian,340,53.125,8.5,12.75,6.375,6.375,0,Gluten,South India,100,dinner,0.025,1.0625,35,1,Medium
712,SID114,Jackfruit Biryani,Vegetarian,406,60.9,10.15,14.21,8.12,7.105,0,Gluten,South India,100,lunch,0.025,1.015,42,1,Medium
713,SID115,Spinach Pakora,Vegetarian,252,30.24,6.048,12.096,5.04,4.032,0,Gluten,South India,100,snacks,0.024,1.008,24.5,1,Medium
714,SID116,Vegetable Thoran,Vegetarian,249,36.3125,7.2625,9.3375,4.15,6.225,0,Gluten,South India,100,dinner,0.02916666667,1.0375,34,1,Medium
715,SID117,Cholam Koozh,Vegetarian,304,54.28571428,8.685714286,8.685714286,3.257142857,5.428571428,0,Gluten,South India,100,dinner,0.02857142857,1.085714286,37.5,1,Medium
716,SID118,Palak Paratha,Vegetarian,302.0000001,43.83870969,7.793548389,9.741935486,5.845161292,4.870967743,0,Gluten,South India,100,breakfast,0.02580645161,0.9741935484,33,3,Medium
717,SID119,Curd Pulao,Vegetarian,336,52.5,7.35,12.6,4.2,6.3,0,Dairy,South India,100,dinner,0.021875,1.05,34,1,Medium
718,SID120,Chili Gobi with Rice,Vegetarian,407,69.77142857,9.302857142,17.44285714,8.14,5.814285714,0,Gluten,South India,100,lunch,0.02285714286,1.162857143,31.5,1,Medium
719,SID121,Vegetable Adai,Vegetarian,292,45.31034483,10.06896552,8.055172414,6.041379311,5.034482759,0,Gluten,South India,100,dinner,0.03448275862,1.006896552,41,1,Medium
720,SID122,Kanji,Vegetarian,240,49.09090909,6.545454545,4.363636363,0,3.272727273,0,Gluten,South India,100,dinner,0.02727272727,1.090909091,30,1,Medium
721,SID123,Meen Pollichathu,Vegetarian,420,35.85365854,25.6097561,20.48780488,7.170731707,6.146341463,71.70731707,Meat,South India,100,dinner,0.06097560976,1.024390244,66.5,1,High
722,SID124,Ven Pongal with Sambar,Vegetarian,322.0000002,48.78787881,7.80606061,9.757575762,4.878787881,5.854545457,0,Gluten,South India,100,dinner,0.02424242424,0.9757575758,36.5,1,Medium
723,SID125,Masala Kootu,Vegetarian,326,52.58064516,9.464516129,10.51612903,5.258064516,7.361290323,0,Legumes,South India,100,dinner,0.02903225806,1.051612903,42.5,1,Medium
724,SID126,Appam with Coconut Milk,Vegetarian,364,58.88235294,9.635294117,12.84705882,6.423529412,6.423529412,0,Gluten,South India,100,dinner,0.02647058824,1.070588235,39,1,Medium
725,SID127,Chutney Rice,Vegetarian,298.0000001,44.70000002,6.953333336,9.933333337,4.966666669,5.960000002,0,Gluten,South India,100,lunch,0.02333333333,0.9933333333,32.5,1,Medium
726,SID128,Chana Pulao,Vegetarian,347.9999999,48.33333332,9.666666663,11.6,5.799999998,6.766666664,0,Legumes,South India,100,dinner,0.02777777778,0.9666666667,45,4,Medium
727,SID129,Rasam Rice,Vegetarian,318,48.18181818,6.745454546,9.636363637,3.854545455,5.781818182,0,Gluten,South India,100,lunch,0.02121212121,0.9636363636,34,1,Medium
728,SID130,Paruppu Curry,Vegetarian,292.0000001,43.80000001,9.733333336,7.786666669,3.893333334,4.866666668,0,Legumes,South India,100,lunch,0.03333333333,0.9733333333,44,1,Medium
729,SID131,Medu Vada with Coconut Chutney,Vegetarian,292,43.25925926,6.488888889,12.97777778,5.407407408,4.325925926,0,Gluten,South India,100,snacks,0.02222222222,1.081481481,24.5,2,Medium
730,SID132,Chili Paneer with Rice,Vegetarian,442,58.15789474,23.26315789,20.9368421,9.305263158,8.142105263,58.15789474,Dairy,South India,100,lunch,0.05263157895,1.163157895,57,1,Medium
731,SID133,Vegetable Biryani with Raita,Vegetarian,415.0000002,55.33333335,9.222222226,13.83333334,7.37777778,6.455555558,0,Gluten,South India,100,lunch,0.02222222222,0.9222222222,42,2,High
732,SID134,Coconut Kheer,Vegetarian,252,34.75862068,4.344827585,6.951724137,17.37931034,5.213793103,0,Dairy,South India,100,dinner,0.01724137931,0.8689655172,2,1,Medium
733,SID135,Onion Uttapam,Vegetarian,340,53.125,8.5,12.75,6.375,6.375,0,Gluten,South India,100,dinner,0.025,1.0625,35,1,Medium
734,SID136,Chettinad Mutton Curry,Non-Vegetarian,450,36.62790698,29.30232558,23.02325581,7.325581395,6.279069767,62.79069767,Meat,South India,100,lunch,0.06511627907,1.046511628,83.5,1,High
735,SID137,Vegetable Theeyal,Vegetarian,344,52.12121212,9.381818182,12.50909091,6.254545454,6.254545454,0,Legumes,South India,100,dinner,0.02727272727,1.042424242,39,1,Medium
736,SID138,Poha with Peanuts,Vegetarian,247,42.95652174,6.443478261,7.517391304,5.369565217,4.295652174,0,Gluten,South India,100,breakfast,0.02608695652,1.073913043,24.5,1,Medium
737,SID139,Puliyodarai,Vegetarian,378,59.4,8.64,15.12,5.4,7.56,0,Gluten,South India,100,dinner,0.02285714286,1.08,38.5,1,Medium
738,SID140,Kadambam,Vegetarian,358.0000001,49.72222223,7.955555557,13.92222222,5.966666668,5.966666668,0,Gluten,South India,100,dinner,0.02222222222,0.9944444444,35,1,Medium
739,SID141,Vegetable Uthappam,Vegetarian,320,46.4516129,8.258064516,12.38709677,5.161290323,7.225806452,0,Gluten,South India,100,dinner,0.02580645161,1.032258065,38.5,3,Medium
740,SID142,Green Gram Curry,Vegetarian,348,54.375,10.875,13.05,5.4375,6.525,0,Legumes,South India,100,lunch,0.03125,1.0875,44.5,1,Medium
741,SID143,Sundal with Tamarind,Vegetarian,240,36.52173913,7.304347826,8.347826087,4.173913044,6.260869565,0,Legumes,South India,100,lunch,0.03043478261,1.043478261,34,1,Medium
742,SID144,Cholam Pongal,Vegetarian,288.0000001,44.68965519,8.937931038,7.94482759,5.958620692,4.965517244,0,Gluten,South India,100,dinner,0.03103448276,0.9931034483,37,1,Medium
743,SID145,Vegetable Moong Dal,Vegetarian,326,52.58064516,9.464516129,10.51612903,5.258064516,6.309677419,0,Legumes,South India,100,lunch,0.02903225806,1.051612903,40.5,1,Medium
744,SID146,Mutton Sukka,Non-Vegetarian,400,30,25,20,7,7,80,Meat,South India,100,dinner,0.0625,1,63.5,1,Medium
745,SID147,Palakkad Iyer Sambar,Vegetarian,322.0000002,48.78787881,7.80606061,9.757575762,4.878787881,5.854545457,0,Legumes,South India,100,dinner,0.02424242424,0.9757575758,36.5,1,Medium
746,SID148,Chettinad Pepper Chicken,Non-Vegetarian,382,30.15789474,25.13157895,18.09473684,6.031578947,6.031578947,60.31578947,Meat,South India,100,lunch,0.06578947368,1.005263158,73,1,Medium
747,SID149,Vegetable Korma,Vegetarian,371,53,9.54,15.9,8.48,6.36,0,Legumes,South India,100,dinner,0.02571428571,1.06,36,3,Medium
748,SID150,Ragi Dosa with Coconut Chutney,Vegetarian,266,42.75,7.6,5.7,3.8,4.75,0,Gluten,South India,100,breakfast,0.02857142857,0.95,36,1,Medium
749,SID151,Beetroot Poriyal,Vegetarian,264,42.24,8.448,8.448,4.224,7.392,0,Gluten,South India,100,dinner,0.032,1.056,40,1,Medium
750,SID152,Moong Dal Kachori,Vegetarian,292,43.25925926,6.488888889,12.97777778,6.488888889,5.407407408,0,Gluten,South India,100,lunch,0.02222222222,1.081481481,25,1,Medium
751,SID153,Kozhi Rasam,Vegetarian,348,46.4,23.2,13.92,6.96,5.8,81.2,Meat,South India,100,dinner,0.06666666667,1.16,46,1,Medium
752,SID154,Curry Leaf Rice,Vegetarian,340,54.83870968,8.774193548,13.16129032,5.483870968,6.580645161,0,Gluten,South India,100,lunch,0.02580645161,1.096774194,36.5,1,Medium
753,SID155,Potato Masala,Vegetarian,190,31.66666667,4.222222222,6.333333333,2.111111111,4.222222222,0,Gluten,South India,100,dinner,0.02222222222,1.055555556,21,1,Low
754,SID156,Vegetable Sambar,Vegetarian,340,51.51515151,8.242424242,12.36363636,6.181818182,6.181818182,0,Legumes,South India,100,dinner,0.02424242424,1.03030303,35,1,Medium
755,SID157,Onion Pakora with Chutney,Vegetarian,272,38.08,6.528,13.056,6.528,5.44,0,Gluten,South India,100,snacks,0.024,1.088,25,1,Medium
756,SID158,Peanut Sundal,Vegetarian,220,30,7,8,4,6,0,Legumes,South India,100,lunch,0.03181818182,1,34,1,Medium
757,SID159,Palak Rice,Vegetarian,340,53.125,8.5,12.75,6.375,6.375,0,Gluten,South India,100,lunch,0.025,1.0625,35,1,Medium
758,SID160,Masala Pongal,Vegetarian,325.9999999,49.39393938,8.890909088,9.878787875,5.927272725,5.927272725,0,Gluten,South India,100,dinner,0.02727272727,0.9878787879,39,2,Medium
759,SID161,Vegetable Dosa,Vegetarian,320,46.4516129,8.258064516,12.38709677,5.161290323,6.193548387,0,Gluten,South India,100,breakfast,0.02580645161,1.032258065,36.5,3,Medium
760,SID162,Chettinad Egg Fry,Non-Vegetarian,382,30.15789474,25.13157895,18.09473684,7.036842105,6.031578947,60.31578947,Meat,South India,100,dinner,0.06578947368,1.005263158,71.5,1,Medium
761,SID163,Cabbage Kofta Curry,Vegetarian,362,53.23529412,9.582352942,14.90588235,6.388235294,6.388235294,0,Legumes,South India,100,lunch,0.02647058824,1.064705882,39,1,Medium
762,SID164,Rice with Rasam,Vegetarian,280,45,7,8,5,5,0,Gluten,South India,100,lunch,0.025,1,30.5,1,Medium
763,SID165,Spinach Rice,Vegetarian,340,51.51515151,8.242424242,12.36363636,6.181818182,6.181818182,0,Gluten,South India,100,lunch,0.02424242424,1.03030303,35,1,Medium
764,SID166,Vegetable Masala Dosa,Vegetarian,378,59.4,8.64,15.12,7.56,6.48,0,Gluten,South India,100,breakfast,0.02285714286,1.08,33.5,1,Medium
765,SID167,Tomato Kootu,Vegetarian,297,46.0862069,9.21724138,9.21724138,5.120689655,7.168965517,0,Legumes,South India,100,dinner,0.03103448276,1.024137931,42.5,1,Medium
766,SID168,Chili Methi Paratha,Vegetarian,340,54.83870968,8.774193548,13.16129032,6.580645161,5.483870968,0,Gluten,South India,100,breakfast,0.02580645161,1.096774194,33,1,Medium
767,SID169,Kootu with Rice,Vegetarian,364,57.2,9.36,12.48,6.24,7.28,0,Legumes,South India,100,lunch,0.02571428571,1.04,41,2,Medium
768,SID170,Curd Bhature,Vegetarian,400,59.45945946,9.72972973,17.2972973,8.648648649,6.486486486,0,Gluten,South India,100,lunch,0.02432432432,1.081081081,36,1,Medium
769,SID171,Masala Kadamba,Vegetarian,344,47.77777777,8.599999999,11.46666667,6.688888888,5.733333333,0,Legumes,South India,100,dinner,0.025,0.9555555556,37.5,1,Medium
770,SID172,Vegetable Bonda,Vegetarian,254,37.04166667,6.35,10.58333333,4.233333333,5.291666666,0,Gluten,South India,100,dinner,0.025,1.058333333,28,1,Medium
771,SID173,Rice with Tamarind Paste,Vegetarian,280,45,7,8,5,6,0,Gluten,South India,100,lunch,0.025,1,32.5,1,Medium
772,SID174,Avial with Rice,Vegetarian,339.9999999,48.57142856,7.771428569,11.65714285,5.828571427,5.828571427,0,Legumes,South India,100,lunch,0.02285714286,0.9714285714,35,2,Medium
773,SID175,Chettinad Mutton Biryani,Non-Vegetarian,468,62.4,12.48,20.8,9.36,7.28,0,Meat,South India,100,lunch,0.02666666667,1.04,48.5,1,High
774,SID176,Avial,Vegetarian,340,51.51515151,8.242424242,12.36363636,6.181818182,6.181818182,0,Legumes,South India,100,dinner,0.02424242424,1.03030303,35,2,Medium
775,SID177,Rasam Vada,Vegetarian,282,41.77777778,8.355555556,10.44444444,6.266666667,5.222222222,0,Gluten,South India,100,snacks,0.02962962963,1.044444444,33,1,Medium
776,SID178,Vegetable Stew,Vegetarian,326,52.58064516,9.464516129,10.51612903,5.258064516,7.361290323,0,Legumes,South India,100,dinner,0.02903225806,1.051612903,42.5,1,Medium
777,SID179,Chana Masala,Vegetarian,317.0000001,44.57812502,13.86875001,8.915625004,5.943750002,5.943750002,0,Legumes,South India,100,dinner,0.04375,0.990625,59,8,Medium
778,SID180,Palak Kootu,Vegetarian,268.0000001,38.2857143,8.614285718,7.65714286,4.785714288,5.742857145,0,Legumes,South India,100,dinner,0.03214285714,0.9571428571,40.5,1,Medium
779,SID181,Chettinad Chicken Biryani,Non-Vegetarian,490,63.91304348,23.43478261,19.17391304,9.586956522,8.52173913,53.26086957,Meat,South India,100,lunch,0.04782608696,1.065217391,65.5,1,High
780,SID182,Sambar Sadam,Vegetarian,360,56.57142857,8.228571429,12.34285714,6.171428572,7.2,0,Gluten,South India,100,dinner,0.02285714286,1.028571429,37,1,Medium
781,SID183,Curd Rice,Vegetarian,280.0000001,42.00000002,6.533333336,7.46666667,5.600000002,4.666666669,0,Dairy,South India,100,lunch,0.02333333333,0.9333333333,29,2,Medium
782,SID184,Masala Dosa with Sambar,Vegetarian,378,56.18918919,8.172972973,14.3027027,7.151351352,7.151351352,0,Gluten,South India,100,breakfast,0.02162162162,1.021621622,35.5,1,Medium
783,SID185,Tomato Rasam,Vegetarian,260,37.14285714,6.5,7.428571428,4.642857143,5.571428571,0,Gluten,South India,100,dinner,0.025,0.9285714286,32.5,2,Medium
784,SID186,Pesarattu with Ginger Chutney,Vegetarian,344,53.75,9.675,12.9,6.45,7.525,0,Gluten,South India,100,dinner,0.028125,1.075,41,2,Medium
785,SID187,Onion Sambar,Vegetarian,340,54.83870968,8.774193548,13.16129032,6.580645161,6.580645161,0,Gluten,South India,100,dinner,0.02580645161,1.096774194,35,1,Medium
786,SID188,Mango Rice,Vegetarian,342,57,8.290909091,10.36363636,7.254545455,5.181818182,0,Gluten,South India,100,lunch,0.02424242424,1.036363636,31.5,2,Medium
787,SID189,Appam with Sweetened Coconut Milk,Vegetarian,360,56.57142857,8.228571429,12.34285714,8.228571429,7.2,0,Gluten,South India,100,dinner,0.02285714286,1.028571429,34,1,Medium
788,SID190,Kootu Curry with Rice,Vegetarian,325.9999999,49.39393938,8.890909088,9.878787875,5.927272725,6.915151513,0,Legumes,South India,100,lunch,0.02727272727,0.9878787879,41,1,Medium
789,SID191,Avial Rice,Vegetarian,344.0000002,49.14285717,8.84571429,11.79428572,6.880000003,5.89714286,0,Legumes,South India,100,lunch,0.02571428571,0.9828571429,37.5,1,Medium
790,SID192,Vegetable Kurma,Vegetarian,344,50.5882353,9.105882353,12.14117647,7.082352941,6.070588235,0,Legumes,South India,100,dinner,0.02647058824,1.011764706,37.5,2,Medium
791,SID193,Pulao with Cucumber Raita,Vegetarian,378,56.18918919,8.172972973,14.3027027,7.151351352,6.12972973,0,Gluten,South India,100,dinner,0.02162162162,1.021621622,33.5,1,Medium
792,SID194,Bombil Fry,Vegetarian,335.0000001,26.44736843,17.63157895,13.22368421,7.05263158,4.407894738,61.71052633,Fish,South India,100,dinner,0.05263157895,0.8815789474,43,2,Medium
793,SID195,South Indian Lemon Rice,Vegetarian,322.0000002,48.78787881,7.80606061,9.757575762,5.854545457,5.854545457,0,Gluten,South India,100,lunch,0.02424242424,0.9757575758,35,1,Medium
794,SID196,Vegetable Pakora,Vegetarian,235.9999999,34.41666665,5.899999997,7.866666663,4.916666664,3.933333332,0,Gluten,South India,100,snacks,0.025,0.9833333333,24.5,4,Medium
795,SID197,Spicy Fish Fry,Non-Vegetarian,400,25,28.5,20,7,6,60,Fish,South India,100,dinner,0.07125,0.985,85.5,1,Medium
796,SID198,Poha with Coconut,Vegetarian,247,39.52,5.928,6.916,4.94,4.94,0,Gluten,South India,100,breakfast,0.024,0.988,26.5,1,Medium
797,SID199,Palakkad Sambar,Vegetarian,344,55.48387097,9.987096774,13.31612903,6.658064516,6.658064516,0,Legumes,South India,100,dinner,0.02903225806,1.109677419,39,1,Medium
798,SID200,Mutton Biryani,Non-Vegetarian,468,62.4,12.48,20.8,9.36,7.28,62.4,Meat,South India,100,lunch,0.02666666667,1.04,18.5,2,High
799,SID201,Chettinad Prawn Curry,Non-Vegetarian,374.0000001,22.26190477,24.93333334,16.02857143,8.014285717,6.233333336,62.33333336,Shellfish,South India,100,lunch,0.06666666667,0.8904761905,77.5,1,High
800,SID202,Curd Rice with Pickles,Vegetarian,289,41.9516129,6.525806451,8.39032258,5.593548386,5.593548386,0,Dairy,South India,100,lunch,0.02258064516,0.9322580645,31,1,Medium
801,SID203,Vegetable Pulao with Raita,Vegetarian,391,56.59210526,9.260526316,15.43421053,6.17368421,7.202631579,0,Gluten,South India,100,dinner,0.02368421053,1.028947368,41,1,Medium
802,SID204,Tomato Thokku,Vegetarian,155,20.66666667,3.1,7.233333333,5.166666667,3.1,0,Gluten,South India,100,dinner,0.02,1.033333333,10.5,1,Low
803,SID205,Idli with Tomato Chutney,Vegetarian,256,42.66666667,6.4,8.533333333,4.266666667,5.333333333,0,Gluten,South India,100,breakfast,0.025,1.066666667,28,1,Medium
804,SID206,Chettinad Egg Biryani,Non-Vegetarian,441.9999998,58.93333331,9.822222218,17.67999999,8.839999996,6.875555552,49.11111109,Meat,South India,100,lunch,0.02222222222,0.9822222222,15.5,1,High
805,SID207,Rice and Kadala Curry,Vegetarian,348.0000002,49.71428574,9.942857147,11.93142858,5.965714288,6.960000003,0,Legumes,South India,100,lunch,0.02857142857,0.9942857143,45,1,Medium
806,SID208,Masala Khichdi,Vegetarian,311.9999999,47.27272726,9.454545452,7.563636361,5.672727271,5.672727271,0,Gluten,South India,100,dinner,0.0303030303,0.9454545455,43,5,Medium
807,SID209,Avial with Rice,Vegetarian,364,58.88235294,9.635294117,12.84705882,7.494117647,7.494117647,0,Legumes,South India,100,lunch,0.02647058824,1.070588235,39.5,2,Medium
808,SID210,Thoran,Vegetarian,326,50.9375,9.16875,10.1875,5.09375,7.13125,0,Legumes,South India,100,dinner,0.028125,1.01875,42.5,1,Medium
809,SID211,Vegetable Dosa with Sambar,Vegetarian,360,56.57142857,8.228571429,12.34285714,7.2,6.171428572,0,Gluten,South India,100,breakfast,0.02285714286,1.028571429,33.5,1,Medium
810,SID212,Chettinad Mutton Sukka,Non-Vegetarian,411.9999999,29.42857142,27.46666666,19.61904761,6.866666665,5.885714284,68.66666665,Meat,South India,100,dinner,0.06666666667,0.980952381,78.5,1,High
811,SID213,Paratha with Green Chutney,Vegetarian,353,50.42857143,9.077142857,13.11142857,8.068571429,7.06,0,Gluten,South India,100,breakfast,0.02571428571,1.008571429,38,1,Medium
